procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0 19      0  74808    424 156416    0    0 224883    24 1691 1665  1  5  5 85  4 2025-04-19 11:00:04
10 12      0  83236    504 149424    0    0 227520    33 1706 1755  1  4  0 90  5 2025-04-19 11:00:09
 9  7      0  86000    536 147228    0    0 247434    14 1761 1848  1  4  0 92  3 2025-04-19 11:00:15
 1 13      0  78616    380 154232    0    0 224407    11 1831 1678  1  5  5 87  2 2025-04-19 11:00:21
 2  7      0  90100    520 143260    0    0 218884    23 1695 1662  1  5  4 87  3 2025-04-19 11:00:26
 3 12      0  78204    396 154488    0    0 215457    23 1936 1828  1  5  7 82  5 2025-04-19 11:00:32
 1  0      0  91376   2204 140664    0    0 68103    32 1118 1231  1  2 77 17  2 2025-04-19 11:00:37
 2  0      0  76108    544 157056    0    0 159078    22 1736 1934  1  4 48 43  4 2025-04-19 11:00:42
 0  0      0  72368   2124 158432    0    0 14359     7  681  777  1  1 96  1  1 2025-04-19 11:00:47
 8  2      0  97208    628 132960    0    0 62749    22 1222 1460  1  2 77 18  2 2025-04-19 11:00:52
 4 14      0  75028    704 157952    0    0 226350    14 1683 1621  1  5  1 91  2 2025-04-19 11:00:57
10 13      0  82304    424 150292    0    0 225638    39 2038 1922  1  5  4 88  3 2025-04-19 11:01:03
 0  0      0  67040    792 165068    0    0 143203    21 1839 2032  1  4 47 46  3 2025-04-19 11:01:08
 0  0      0  82456   2328 144912    0    0  7206    14  647  768  1  1 96  1  2 2025-04-19 11:01:13
 5  2      0  78500    540 154228    0    0 196232    43 2043 2116  1  5 16 74  4 2025-04-19 11:01:18
 1  0      0  84888   2116 142152    0    0 124009     9 1510 1507  1  3 55 39  2 2025-04-19 11:01:23
 0  0      0  78120    272 154720    0    0 16423    18  658  818  1  1 96  2  1 2025-04-19 11:01:28
 7  9      0  95188    328 137572    0    0 170521    24 1806 1913  1  4 31 62  2 2025-04-19 11:01:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 6  4      0  77044    620 156100    0    0 240452    11 1785 1689  1  4  3 90  2 2025-04-19 11:01:39
14  8      0  84236    400 147892    0    0 231562     4 1790 1870  0  4  0 94  1 2025-04-19 11:01:45
 0 21      0  76864    336 155872    0    0 238219    27 1977 2073  1  5  0 94  1 2025-04-19 11:01:51
 3  2      0  79872   1216 143640    0    0 224509    14 2115 2003  1  5  1 90  2 2025-04-19 11:01:56
 6  6      0  76600   1192 146996    0    0 206729     1 1759 1602  1  5  1 92  1 2025-04-19 11:02:01
10  4      0  68176    232 148572    0    0 166660    13 1852 1746  2  5 33 56  4 2025-04-19 11:02:06
 7  5      0  78056    388 148592    0    0 222828    40 2254 2062  1  5  5 88  2 2025-04-19 11:02:12
 6  6      0  67640    540 158272    0    0 216774    12 1688 1691  1  5  1 91  2 2025-04-19 11:02:17
11  5      0  77760    376 147464    0    0 218861    30 2109 2241  1  5  4 88  2 2025-04-19 11:02:22
13 20      0  62352    660 161396    0    0 235410    16 1769 1954  0  4  0 93  3 2025-04-19 11:02:28
 7 23      0  77304    520 145708    0    0 296073     7 2276 2583  1  4  0 93  2 2025-04-19 11:02:35
23 10      0  83788    596 138260    0    0 249709     8 1962 2255  0  4  0 93  3 2025-04-19 11:02:41
 1 34      0  82220    464 135100    0    0 247557     5 2020 2236  1  4  0 93  2 2025-04-19 11:02:47
 4 34      0  80852    796 133496    0    0 288356     5 2391 2770  0  5  0 93  2 2025-04-19 11:02:55
16 51      0  82608    308 132428    0    0 294679    18 2799 3039  8  5  0 85  2 2025-04-19 11:03:02
31 24      0  96500    460 113676    0    0 263488     0 8906 14751 24  7  0 66  3 2025-04-19 11:03:08
 0 47      0  93732    300 115432    0    0 199482     4 3070 5412  1  4  0 92  3 2025-04-19 11:03:14
 4 45      0  84928    412 121716    0    0 311548    14 2767 3619  0  5  0 93  1 2025-04-19 11:03:22
11 48      0  73568    392 132656    0    0 338242     3 2531 3363  0  5  0 93  2 2025-04-19 11:03:30
25 47      0  82328    344 122124    0    0 377354     8 13812 25202  1  6  0 91  3 2025-04-19 11:03:39
25 48      0  71252    264 133044    0    0 421064     5 11849 21729  1  6  0 90  3 2025-04-19 11:03:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
11 49      0  69652    436 135920    0    0 831910   698 17039 22635  2 23  5 68  2 2025-04-19 11:04:11
 7  2      0  86104    500 145564    0    0 238667  3097 2917 2932  2  6 10 79  3 2025-04-19 11:04:17
 3  4      0  86616    532 147304    0    0 219650    24 1823 1595  1  5  3 89  2 2025-04-19 11:04:23
10  5      0  98356    444 132724    0    0 224378     6 1726 1630  1  4  2 91  2 2025-04-19 11:04:28
 6 19      0  74016   1072 154708    0    0 233500    10 1891 1767  1  5  1 93  1 2025-04-19 11:04:34
16  9      0  81360    736 147308    0    0 224853    12 1899 1969  1  5  0 91  3 2025-04-19 11:04:39
 5 24      0  99172    468 125972    0    0 239607    21 1909 1862  1  5  0 92  3 2025-04-19 11:04:45
12 32      0  63188    580 156980    0    0 268317   462 2180 2232  1  5  0 91  3 2025-04-19 11:04:52
13 11      0  71524    596 148200    0    0 234597    22 2058 2124  1  4  0 92  3 2025-04-19 11:04:57
 8 30      0  79572    260 140568    0    0 247215    15 1845 2192  1  5  0 91  4 2025-04-19 11:05:03
13 19      0  81936    260 134996    0    0 245186    22 1928 2331  0  5  0 89  6 2025-04-19 11:05:09
15 21      0  94568    668 118688    0    0 266086     8 2114 2402  1  5  0 91  4 2025-04-19 11:05:16
10 34      0  77072    552 136324    0    0 268306    12 2172 2767  1  5  0 92  3 2025-04-19 11:05:22
12 35      0  83952    348 130452    0    0 287513     9 2486 3098  0  5  0 93  2 2025-04-19 11:05:29
27 13      0  76760    640 133376    0    0 266788     8 6313 10575  1  6  0 91  3 2025-04-19 11:05:36
13 28      0  96668    456 111076    0    0 248210     7 9177 16285  1  6  0 90  3 2025-04-19 11:05:42
20 26      0  97592    296 107880    0    0 288578    13 5346 5476 10  6  0 83  1 2025-04-19 11:05:49
 8 41      0  75736    416 128852    0    0 250516     7 2015 2521  0  5  0 92  3 2025-04-19 11:05:55
 1 73      0  63536    516 140416    0    0 293203     8 2527 3411  0  5  0 92  2 2025-04-19 11:06:02
15 46      0  87132    384 116584    0    0 279258     6 2694 3790  1  5  0 93  2 2025-04-19 11:06:09
19 45      0  74380    488 126432    0    0 274822     6 4351 6960  1  5  0 91  2 2025-04-19 11:06:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1 76      0  87276    480 111840    0    0 355751     9 3308 4729  0  5  0 93  2 2025-04-19 11:06:25
33 46      0  68564    268 129736    0    0 511010    14 3148 4457  0  5  0 93  2 2025-04-19 11:06:37
33 40      0  76096    268 119948    0    0 354135     3 10751 18867  0  5  0 91  3 2025-04-19 11:06:46
33 70      0  64000    236 135116    0    0 1496837     7 13357 14052  0 20  0 78  1 2025-04-19 11:07:22
48 46      0  61320     60 139252    0    0 2740837    11 22044 29641  0 19  0 79  2 2025-04-19 11:08:30
34 46      0  73920    232 135592    0    0 364473     3 32152 61954  0 20  0 78  2 2025-04-19 11:08:39
24 37      0  65680   1628 194784    0    0 266004     9 10728 21429  2  7  0 89  2 2025-04-19 11:08:46
 6 43      0  80268    436 154484    0    0 229275    23 3911 5288  4  6  1 85  4 2025-04-19 11:08:51
23 43      0  85716    548 131496    0    0 246371    53 3202 4019  2  6  0 89  3 2025-04-19 11:08:57
 9 53      0  75976    360 140176    0    0 219303     1 2248 2656  1  6  0 90  3 2025-04-19 11:09:03
 6 75      0  73108    296 142220    0    0 251719     7 2243 2705  1  5  0 92  3 2025-04-19 11:09:09
21 50      0  90532    480 119988    0    0 279085     9 2527 2891  1  5  0 92  2 2025-04-19 11:09:16
10 58      0  81276    304 126436    0    0 242716     4 2251 2649  1  5  0 91  3 2025-04-19 11:09:21
 5 60      0  70028    872 202896    0    0 256666    19 2320 2761  1  5  0 92  2 2025-04-19 11:09:28
17 13      0  67460   1392 177144    0    0 219727    18 2851 3109  3  7  2 82  5 2025-04-19 11:09:33
12  3      0  89744   1468 220744    0    0 209609    78 2428 2357  2  7  3 84  3 2025-04-19 11:09:38
 2  0      0  76492   3988 199468    0    0 192100   318 6712 8147 12 10  8 65  5 2025-04-19 11:09:43
 3  0      0  72244   3084 191404    0    0 182812   374 3845 2991 14  9 19 53  4 2025-04-19 11:09:48
 1 10      0  95660    636 135432    0    0 175542    49 3101 2876  6  6 21 63  3 2025-04-19 11:09:54
12 11      0  72976    604 157996    0    0 230335    30 1922 1901  1  5  1 92  2 2025-04-19 11:09:59
 9  7      0  79436    592 150196    0    0 224111    18 1723 1819  1  5  2 88  5 2025-04-19 11:10:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 3 30      0  62776    736 165608    0    0 270043    16 2316 2411  3  5  0 90  2 2025-04-19 11:10:11
 1 27      0  88332    480 138132    0    0 259580    34 2386 2558  1  5  0 92  2 2025-04-19 11:10:18
12 18      0  78980    504 147148    0    0 253672    13 2200 2366  1  5  0 92  2 2025-04-19 11:10:24
 7 20      0  78088    404 146348    0    0 248378     9 1948 2266  0  4  0 93  2 2025-04-19 11:10:30
13 20      0  67332    480 155720    0    0 255732     8 3056 2645 16  6  0 76  2 2025-04-19 11:10:36
 5 41      0  81144    388 141616    0    0 266286     9 2259 2838  1  5  0 92  3 2025-04-19 11:10:43
22 11      0  62528    496 158620    0    0 288986     7 2509 3084  0  5  0 94  1 2025-04-19 11:10:50
25  4      0  67252   1244 185892    0    0 232705    17 4427 6473  1  5  1 90  3 2025-04-19 11:10:55
 9 32      0  71568   1252 174500    0    0 223742    26 2163 2070  2  5  0 91  2 2025-04-19 11:11:01
 6 15      0  85028    768 160760    0    0 229029    60 2364 2218  2  6  0 90  2 2025-04-19 11:11:06
 3  4      0  73428    656 148040    0    0 198121    50 2958 2569  6  7 17 67  4 2025-04-19 11:11:12
 9  3      0  83568    372 150180    0    0 201912    41 2627 2238  3  6 15 72  3 2025-04-19 11:11:17
10  9      0  66316    436 172444    0    0 229120    36 1838 1721  1  4  0 93  2 2025-04-19 11:11:23
 2 14      0  84556    596 141880    0    0 236858    35 2490 2341  1  5  6 84  3 2025-04-19 11:11:28
11  7      0  91920    364 141916    0    0 232631    33 2450 2603  1  5  4 89  1 2025-04-19 11:11:34
10  9      0  90612    488 142416    0    0 235427     6 2627 3065  1  5  2 91  2 2025-04-19 11:11:40
 6 15      0  92348    492 139400    0    0 222093    20 1931 1782  1  5  0 91  3 2025-04-19 11:11:45
13  8      0  72744    944 153172    0    0 224016    22 2141 1998  1  5  1 91  2 2025-04-19 11:11:51
 6 14      0  75552   1560 192640    0    0 222759    22 2069 2108  1  5  0 91  3 2025-04-19 11:11:56
 0  1      0  78832   1244 135620    0    0 155002    30 3407 2791 10  8 38 39  4 2025-04-19 11:12:01
 4 12      0  72020    348 147304    0    0 223409    30 1925 1679  2  5 11 80  3 2025-04-19 11:12:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 6  0      0  70988    872 141352    0    0 224026    22 2017 1876  1  5  4 87  2 2025-04-19 11:12:12
11 17      0  75672    364 137712    0    0 235995    14 1843 1810  0  4  0 94  2 2025-04-19 11:12:18
 1 32      0 106220    352 109064    0    0 297182    12 2366 2626  0  4  0 93  2 2025-04-19 11:12:25
15 36      0  66292    420 147032    0    0 251136    28 2170 2357  1  5  0 93  1 2025-04-19 11:12:31
 6 32      0  79636    384 132876    0    0 264594     6 2334 2863  1  5  0 93  2 2025-04-19 11:12:38
16 13      0  76132    332 131980    0    0 239247    11 1882 1931  1  5  0 92  2 2025-04-19 11:12:44
 0 37      0  69788    552 135724    0    0 257486    42 2129 2377  1  5  0 91  3 2025-04-19 11:12:50
 6 30      0  81432    236 125044    0    0 263994    83 2063 2192  0  5  0 93  2 2025-04-19 11:12:56
16 61      0  89716    268 115368    0    0 262604     8 2142 2393  1  5  0 93  2 2025-04-19 11:13:03
16 46      0  65340    268 138808    0    0 317524     9 2813 3964  0  4  0 93  2 2025-04-19 11:13:12
27 45      0  66180    180 138372    0    0 389352     7 3224 4490  0  5  0 92  2 2025-04-19 11:13:21
13 54      0  96568    288 108192    0    0 348636     6 3130 4179  0  5  0 93  1 2025-04-19 11:13:30
21 46      0  87016    224 117504    0    0 327838     3 2932 3997  0  5  0 94  1 2025-04-19 11:13:38
25 46      0  65928    260 137540    0    0 387801     8 6422 11726  7  6  0 84  2 2025-04-19 11:13:47
28 41      0  88620    256 114208    0    0 472082     6 3764 4822  0  5  0 94  1 2025-04-19 11:13:59
 9 67      0  79252    356 125936    0    0 477592    14 13376 24348  0  5  0 91  3 2025-04-19 11:14:10
54 41      0  71452    236 135468    0    0 1018711     9 22620 41403  0  6  0 92  2 2025-04-19 11:14:50
13 62      0  65100    364 145208    0    0 1015028     4 19439 28444  0 11  0 87  2 2025-04-19 11:15:00
23 48      0  67184    268 142352    0    0 360473     5 9142 50820 14  7  0 76  3 2025-04-19 11:15:09
 5 60      0  73200    280 135624    0    0 367263     5 2906 4111  0  5  0 93  2 2025-04-19 11:15:18
37 31      0  67968    364 139924    0    0 484132     3 4425 6086  0  5  0 94  1 2025-04-19 11:15:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0 75      0  81728    248 126148    0    0 536748     8 4762 6704  0  5  0 93  2 2025-04-19 11:15:42
12 45      0  66372    356 141556    0    0 353167     5 3180 4538  0  5  0 93  2 2025-04-19 11:15:51
32 51      0  71276    328 136828    0    0 418998     4 3393 4844  0  5  0 93  2 2025-04-19 11:16:02
 0 89      0  68860    252 138496    0    0 466394     6 4366 6264  0  5  0 93  2 2025-04-19 11:16:13
46 41      0  85836    324 121112    0    0 417603     3 3486 4882  0  5  0 93  2 2025-04-19 11:16:23
29 68      0  82628    204 125244    0    0 561891     7 3895 5098  0  5  0 93  1 2025-04-19 11:16:37
14 85      0  62612    192 144128    0    0 823694     3 5750 7233  0  7  0 91  1 2025-04-19 11:16:57
29 68      0  67600    136 139288    0    0 629786     5 5848 7328  0  7  0 92  1 2025-04-19 11:17:12
20 72      0  78460    152 128308    0    0 2945798     6 3417 4669  1  5  0 93  1 2025-04-19 11:18:25
48 45      0  81424    384 123336    0    0 699509     5 26251 21455  0 22  0 76  2 2025-04-19 11:18:42
16 95      0  78432    192 126072    0    0 545514     6 5368 4497 18 14  0 67  2 2025-04-19 11:18:56
52 42      0  73840    224 129504    0    0 441513     6 4830 3793 27 10  0 61  3 2025-04-19 11:19:07
41 46      0  70444    272 131688    0    0 332791    11 5984 4644 27 10  0 61  2 2025-04-19 11:19:14
34 68      0  70196    272 132732    0    0 564759     9 3811 2827  6 19  0 73  1 2025-04-19 11:19:28
12 88      0  69004    360 134184    0    0 434526     4 5895 4636 27 10  0 62  1 2025-04-19 11:19:39
25 50      0  84908    284 124872    0    0 356050    10 8585 10391 28 10  0 61  2 2025-04-19 11:19:48
30 48      0  78308    348 132396    0    0 303649     5 8215 11069 28 10  0 60  2 2025-04-19 11:19:55
 4 61      0  75172    640 134472    0    0 262263     5 3778 2959 27  9  0 63  1 2025-04-19 11:20:01
18 61      0  79064     96 122728    0    0 294527     7 6210 3620 66 11  0 21  2 2025-04-19 11:20:09
22 57      0  65036    360 137020    0    0 333962     6 5264 8908  2  5  0 91  2 2025-04-19 11:20:17
39 43      0  64244    268 140968    0    0 300703    10 10549 19233  1  6  0 91  2 2025-04-19 11:20:24
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
27 59      0  85148    268 119632    0    0 463948    12 4260 5908  0  5  0 93  1 2025-04-19 11:20:35
10 38      0 109040    420 158996    0    0 308844     3 2790 3876  1  5  0 92  2 2025-04-19 11:20:43
 4  0      0  68400   4368 198512    0    0 217873    67 3521 3906  8  7  4 80  2 2025-04-19 11:20:49
 1 10      0  66824    344 153920    0    0 170874    40 3340 2254 11  7 31 47  3 2025-04-19 11:20:54
 5 13      0  80476    408 142104    0    0 252735    13 1953 1939  0  4  0 94  2 2025-04-19 11:21:00
 1 16      0  79120    292 144520    0    0 248042     8 2083 2087  2  5  0 93  1 2025-04-19 11:21:06
 5 13      0  96272    260 127496    0    0 269582     5 1969 2068  0  4  0 94  1 2025-04-19 11:21:13
 4 16      0  72264    268 150996    0    0 247592    17 1900 1784  0  4  0 95  1 2025-04-19 11:21:19
 1 17      0  74044    236 149008    0    0 237515     6 1833 1717  1  4  0 94  1 2025-04-19 11:21:25
14 13      0  85324    156 135772    0    0 282428    20 2197 2085  1  4  2 92  1 2025-04-19 11:21:31
 5 19      0  76856    256 143432    0    0 302507     6 2623 3269  1  5  0 94  1 2025-04-19 11:21:39
23 19      0  71400    240 149028    0    0 296641     4 2596 3252  0  5  0 93  2 2025-04-19 11:21:46
 0  1      0 105624   3312 123172    0    0 170389     6 2563 2486  6  6 25 61  2 2025-04-19 11:21:52
 2  2      0  66904    608 156248    0    0 203208    22 2111 1676  3  6 18 72  2 2025-04-19 11:21:57
 2  4      0  78896    532 138512    0    0 189982    21 1803 1575  1  5 24 68  2 2025-04-19 11:22:02
 8  5      0  78608    344 138728    0    0 230603    27 2264 2495  1  5  8 85  2 2025-04-19 11:22:08
 9  4      0  87612    284 126208    0    0 231484    12 1883 2006  0  4  1 93  1 2025-04-19 11:22:13
 4 14      0  70020    276 144960    0    0 224550     8 1833 1874  1  5  1 92  2 2025-04-19 11:22:19
 4 11      0  74088    292 141576    0    0 246862    11 2026 2167  0  4  0 94  1 2025-04-19 11:22:25
 2 25      0  78352    120 135792    0    0 271496     6 2223 2474  0  4  0 94  1 2025-04-19 11:22:31
 0 25      0  89076    184 124920    0    0 270098     5 2290 2939  0  4  0 94  1 2025-04-19 11:22:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
13 10      0  83128    240 131012    0    0 360070    21 3813 5479  1  4  0 93  1 2025-04-19 11:22:47
 6 25      0  78372    348 135408    0    0 259730     5 2260 2833  0  4  0 93  2 2025-04-19 11:22:53
15  7      0  83668    328 129604    0    0 249909     6 2102 2286  0  5  0 94  1 2025-04-19 11:22:59
16 21      0  72152    388 140332    0    0 231741     6 2652 3447  7  5  0 86  1 2025-04-19 11:23:05
16 21      0  71996     92 141004    0    0 230442     6 2049 2711  1  4  0 93  2 2025-04-19 11:23:12
12 16      0  81304    528 131784    0    0 278659     0 2232 2622  0  4  0 94  1 2025-04-19 11:23:18
 7 15      0  90320    268 122956    0    0 262288    10 2198 2179  1  5  0 92  2 2025-04-19 11:23:25
15 20      0  65076    256 147920    0    0 271306     0 2132 2350  0  5  0 94  1 2025-04-19 11:23:31
 1 43      0  66024    264 147208    0    0 288826     5 2592 3691  0  5  0 93  2 2025-04-19 11:23:38
21 16      0  66080    200 145892    0    0 280287    10 3239 3546 15  7  0 75  3 2025-04-19 11:23:45
19  8      0  89180    336 127516    0    0 295261     4 3530 3763 13  6  0 78  2 2025-04-19 11:23:53
 6 25      0  69196    296 146616    0    0 243034    11 2744 2125 21  7  0 66  6 2025-04-19 11:23:58
 4 23      0  78648    268 139092    0    0 272114     5 2840 2408  9  6  0 83  2 2025-04-19 11:24:05
 2 28      0  64516    288 154104    0    0 240858     4 4056 5527  4  5  0 89  2 2025-04-19 11:24:11
11 20      0  74684    116 145604    0    0 320275     5 2551 3005  0  4  0 93  2 2025-04-19 11:24:19
 0 29      0  77252    376 142248    0    0 264210     5 2128 2454  0  4  0 92  3 2025-04-19 11:24:25
21 23      0  84524    248 135624    0    0 283087    12 2289 2697  3  5  0 90  3 2025-04-19 11:24:32
 7 18      0  76764    252 143204    0    0 296056     5 2377 2880  0  4  0 93  2 2025-04-19 11:24:39
17 24      0  85176    208 134020    0    0 283500     4 2229 2558  0  4  0 92  3 2025-04-19 11:24:46
18 24      0  93044    372 126016    0    0 286040     2 2279 2756  0  4  0 93  2 2025-04-19 11:24:53
13 23      0  81304    240 138340    0    0 282578     6 2261 2610  0  4  0 93  2 2025-04-19 11:25:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 8 21      0  79180    252 140792    0    0 322043    14 3170 3787  5  5  0 88  2 2025-04-19 11:25:08
21 11      0  71556    244 147028    0    0 284210     4 2589 3194  2  4  0 91  3 2025-04-19 11:25:15
17 13      0  86872    208 133060    0    0 277465     4 2197 2659  0  4  0 94  1 2025-04-19 11:25:22
28  6      0  96500    220 123140    0    0 282362     2 2436 2937  1  4  0 93  1 2025-04-19 11:25:29
15 15      0 102684    148 116960    0    0 275537     7 3297 4051  6  6  0 87  2 2025-04-19 11:25:35
19 20      0  81796    452 136052    0    0 268627     6 3790 3065 25  9  0 64  2 2025-04-19 11:25:42
12 20      0  68772    252 149588    0    0 256583     5 6783 8971 22  9  0 67  2 2025-04-19 11:25:48
12 16      0  91520    252 126700    0    0 266206     4 2370 2769  1  5  0 94  1 2025-04-19 11:25:55
 8 44      0  65124    380 151180    0    0 263618     4 2225 3013  2  5  0 93  1 2025-04-19 11:26:01
 0 42      0  91260    264 124936    0    0 245368     6 1939 2422  1  5  0 92  3 2025-04-19 11:26:07
 9 16      0  99376    376 123488    0    0 275193    11 2488 2889  0  5  0 93  1 2025-04-19 11:26:14
 5 21      0  65316    540 157476    0    0 261123    18 2092 2349  0  4  0 94  1 2025-04-19 11:26:20
 8 15      0  77832    232 145736    0    0 285762    23 2334 2615  0  4  0 94  2 2025-04-19 11:26:27
 2 19      0  91984    212 130960    0    0 274511     6 2493 2484  3  5  0 91  1 2025-04-19 11:26:34
14 10      0  91056    248 132780    0    0 254559     8 3388 2167 25  9  0 64  2 2025-04-19 11:26:40
11 25      0  62648    276 160608    0    0 258184     6 3304 2045 26  9  0 63  2 2025-04-19 11:26:46
13 18      0 102360    260 120208    0    0 308812    11 3873 2725 25  8  0 64  2 2025-04-19 11:26:54
 7 17      0  75112    236 146780    0    0 273105     5 3243 2321 18  8  0 73  1 2025-04-19 11:27:01
 0 46      0  82560    252 138696    0    0 302564     7 2500 2569  1  5  0 93  2 2025-04-19 11:27:08
 4 20      0  70160    448 149540    0    0 278972     6 2405 2490  2  5  0 91  2 2025-04-19 11:27:15
 2 25      0  82712    236 136640    0    0 278226     5 2309 2589  0  5  0 93  2 2025-04-19 11:27:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
10 22      0  97588    260 120348    0    0 304631     6 2739 2555  5  5  0 88  2 2025-04-19 11:27:29
 6 33      0  85308    240 133544    0    0 272359     6 2694 3323  1  5  0 93  2 2025-04-19 11:27:36
25 21      0  80792    432 135680    0    0 250387     6 2727 3556  1  5  0 93  2 2025-04-19 11:27:42
 6 27      0  86060    272 133320    0    0 277450     6 4057 6036  4  5  0 89  2 2025-04-19 11:27:49
20  2      0  63012    300 156136    0    0 257774    12 3252 4582  0  5  0 93  2 2025-04-19 11:27:55
18 30      0  67140    264 151544    0    0 262748    18 4000 5986  1  5  0 93  2 2025-04-19 11:28:01
19 11      0 102376    424 116028    0    0 259422     9 2148 2270  1  4  0 93  2 2025-04-19 11:28:08
 9 18      0  91148    228 128336    0    0 207970     8 2082 2550  1  4  0 94  2 2025-04-19 11:28:14
12 11      0  75320    252 144672    0    0 257525     7 2938 2001 16  7  0 75  2 2025-04-19 11:28:20
 6 19      0  82016    728 136804    0    0 259670     6 2784 2175  9  6  0 83  2 2025-04-19 11:28:27
13 20      0  73824    776 143668    0    0 270765     6 2382 2609  1  5  0 93  2 2025-04-19 11:28:33
 4 35      0  77924    224 140200    0    0 291607     6 2478 2924  0  5  0 93  2 2025-04-19 11:28:40
14 34      0  77660    212 140228    0    0 272431     7 3309 2910 18  7  0 73  2 2025-04-19 11:28:47
10 35      0  87580    236 130600    0    0 299250     8 7434 11943  8  6  0 84  2 2025-04-19 11:28:54
14 36      0  75200    260 143096    0    0 274430     7 3324 4886  0  5  0 94  1 2025-04-19 11:29:01
 3 39      0  79344    344 138884    0    0 289197     6 5902 10002  1  5  0 92  2 2025-04-19 11:29:08
 4 24      0  71576    276 147916    0    0 307070     6 7444 12410  1  5  0 91  2 2025-04-19 11:29:15
 9 21      0  75112    264 146224    0    0 281194     9 6086 8554  5  5  0 88  2 2025-04-19 11:29:22
 5 27      0  98908    344 122256    0    0 266028     8 2286 2669  0  5  0 94  1 2025-04-19 11:29:29
 2 23      0  66396    272 154140    0    0 263954     3 2331 2593  1  5  0 93  1 2025-04-19 11:29:35
11 20      0 103896    336 117440    0    0 278237    10 4029 5938  2  5  0 91  2 2025-04-19 11:29:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
11 24      0  65904    140 154388    0    0 348834     5 3178 3672  1  5  0 93  1 2025-04-19 11:29:51
 9 19      0  66956    340 154080    0    0 273086     5 2258 2570  0  4  0 94  1 2025-04-19 11:29:57
 3 35      0  96548    188 124272    0    0 231877     1 4065 6516  1  5  0 91  4 2025-04-19 11:30:03
15 24      0  90876     84 130112    0    0 291846    10 2318 2935  0  4  0 93  3 2025-04-19 11:30:10
 8 29      0  62732    280 157524    0    0 310101     6 5900 9667  0  5  0 94  1 2025-04-19 11:30:18
15 27      0  71944    352 149460    0    0 288773     6 2702 3480  0  4  0 93  2 2025-04-19 11:30:25
 2 26      0  80296    152 140004    0    0 293526     6 2654 3084  0  4  0 94  1 2025-04-19 11:30:32
 1 41      0  85904    208 134936    0    0 260689     5 4938 7931  0  5  0 93  1 2025-04-19 11:30:38
 5 21      0  79104    200 141180    0    0 265911     5 5088 7916  2  5  0 90  2 2025-04-19 11:30:45
 8 25      0  67400    332 153500    0    0 223328     5 5625 9169  2  5  0 90  2 2025-04-19 11:30:50
 9 29      0  86208     76 134532    0    0 250260     5 2193 2401  0  4  0 94  1 2025-04-19 11:30:56
13 28      0  76432    320 143384    0    0 273968     4 2433 3060  1  4  0 94  2 2025-04-19 11:31:03
 1 35      0  80036    272 140972    0    0 270354     0 2490 3160  1  5  0 93  2 2025-04-19 11:31:10
16 32      0  70468    500 149644    0    0 280866     8 2747 2902  5  5  0 88  1 2025-04-19 11:31:16
 2 40      0  64756    384 154924    0    0 290186     6 3302 3205 12  7  0 80  1 2025-04-19 11:31:23
 3 32      0  80380    172 139872    0    0 293098     4 2402 2861  0  4  0 94  2 2025-04-19 11:31:31
14 38      0  68584    172 152884    0    0 284064     8 2712 3678  0  5  0 93  2 2025-04-19 11:31:38
 6 33      0  87836    220 133984    0    0 322526     4 3453 4321  5  5  1 88  2 2025-04-19 11:31:45
14 24      0  88748    216 131448    0    0 265946     1 3499 4827  1  5  0 92  2 2025-04-19 11:31:52
